¹,EC,Protein,R_1,R_2,R_3,R_4,R_5,R_6,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8
17894,1.1.1.219,dihydroflavonol 4-reductase,hexanal,NADPH,NA,NA,NA,NA,hexan-1-ol,NADPH,H+,NA,NA,NA,NA,NA
17895,1.1.1.71,alcohol dehydrogenase [NAD(P)+],acetoin,NADPH,H+,NA,NA,NA,"butan-2,3-dione",NADPH,H+,NA,NA,NA,NA,NA
17896,1.1.1.200,aldose-6-phosphate reductase (NADPH),D-glucitol-6-phosphate,NA,NA,NA,NA,NA,D-glucose 6-phosphate,NADPH,H+,NA,NA,NA,NA,NA
17897,1.12.2.1,cytochrome-c3 hydrogenase,H2,rubredoxin,NA,NA,NA,NA,H+,reduced rubredoxin,NA,NA,NA,NA,NA,NA
17898,1.7.2.5,nitric oxide reductase (cytochrome c),O2,reduced acceptor,H+,NA,NA,NA,H2O,oxidized acceptor,NA,NA,NA,NA,NA,NA
17899,1.12.7.2,ferredoxin hydrogenase,H2,electron acceptor,NA,NA,NA,NA,H+,reduced electron acceptor,NA,NA,NA,NA,NA,NA
17900,1.12.99.6,hydrogenase (acceptor),H2,oxidized electron acceptor,NA,NA,NA,NA,H+,reduced electron acceptor,NA,NA,NA,NA,NA,NA
17901,7.1.1.9,cytochrome-c oxidase,reduced cytochrome c,O2,H+,NA,NA,NA,oxidized cytochrome c,H2O,NA,NA,NA,NA,NA,NA
17902,1.1.1.1,alcohol dehydrogenase,hexan-1-ol,NAD+,NA,NA,NA,NA,hexanal,acycloNADH,H+,NA,NA,NA,NA,NA
17903,0.0.0.0,spontaneous reaction,ubiquinol-8,NA,NA,NA,NA,NA,H+,ubiquinone,NA,NA,NA,NA,NA,NA
17904,1.12.1.2,hydrogen dehydrogenase,H2,oxidized dithionite,NA,NA,NA,NA,H+,reduced dithionite,NA,NA,NA,NA,NA,NA
17905,1.4.3.5,pyridoxal 5'-phosphate synthase,pyridoxamine 5'-phosphate,FMN,H2O,H+,NA,NA,pyridoxal 5'-phosphate,FMNH2,NH3,NA,NA,NA,NA,NA
17906,7.1.1.9,cytochrome-c oxidase,ferrocytochrome c550,O2,H+,NA,NA,NA,ferricytochrome c550,H2O,NA,NA,NA,NA,NA,NA
17907,7.1.1.9,cytochrome-c oxidase,ferrocytochrome c552,O2,H+,NA,NA,NA,ferricytochrome c552,H2O,NA,NA,NA,NA,NA,NA
17908,4.1.1.76,arylmalonate decarboxylase,hydroxy(phenyl)propanedioic acid,H+,NA,NA,NA,NA,hydroxy(phenyl)acetic acid,CO2,NA,NA,NA,NA,NA,NA
17909,7.1.1.9,cytochrome-c oxidase,reduced horse heart cytochrome c,O2,H+,NA,NA,NA,oxidized horse heart cytochrome c,H2O,NA,NA,NA,NA,NA,NA
17910,7.1.1.9,cytochrome-c oxidase,reduced cytochrome c551,O2,H+,NA,NA,NA,oxidized cytochrome c551,H2O,NA,NA,NA,NA,NA,NA
17911,1.2.1.24,succinate-semialdehyde dehydrogenase (NAD+),succinate semialdehyde,3-acetylpyridine adenine dinucleotide,H2O,NA,NA,NA,succinate,reduced 3-acetylpyridine adenine dinucleotide,H+,NA,NA,NA,NA,NA
17912,1.2.7.5,aldehyde ferredoxin oxidoreductase,succinic semialdehyde,H2O,oxidized benzyl viologen,NA,NA,NA,succinic acid,H+,reduced benzyl viologen,NA,NA,NA,NA,NA
17913,1.2.7.B2,formaldehyde ferredoxin oxidoreductase,succinic semialdehyde,H2O,oxidized benzyl viologen,NA,NA,NA,succinic acid,H+,reduced benzyl viologen,NA,NA,NA,NA,NA
17914,1.14.15.30,3-ketosteroid 9alpha-monooxygenase,"4-androstene-3,17-dione",reduced ferredoxin [iron-sulfur] cluster,H+,O2,NA,NA,"9alpha-hydroxy-4-androstene-3,17-dione",oxidized ferredoxin [iron-sulfur] cluster,H2O,NA,NA,NA,NA,NA
17915,7.2.1.1,NADH:ubiquinone reductase (Na+-transporting),thio-NADH,H+,ubiquinone,Na+/in,NA,NA,thio-NAD+,ubiquinol,Na+/out,NA,NA,NA,NA,NA
17916,7.2.1.1,NADH:ubiquinone reductase (Na+-transporting),deamino-NADH,H+,ubiquinone,Na+/in,NA,NA,deamino-NAD+,ubiquinol,Na+/out,NA,NA,NA,NA,NA
17917,4.99.1.1,protoporphyrin ferrochelatase,heme,Zn2+,NA,NA,NA,NA,Zn-protoporphyrin,H+,NA,NA,NA,NA,NA,NA
17918,4.99.1.1,protoporphyrin ferrochelatase,hemoglobin,Zn2+,NA,NA,NA,NA,Zn-protoporphyrin,H+,NA,NA,NA,NA,NA,NA
17919,4.99.1.1,protoporphyrin ferrochelatase,myoglobin,Zn2+,NA,NA,NA,NA,Zn-protoporphyrin,H+,NA,NA,NA,NA,NA,NA
17920,4.1.1.4,acetoacetate decarboxylase,levulinic acid,H+,NA,NA,NA,NA,2-butanone,CO2,NA,NA,NA,NA,NA,NA
17921,1.3.7.11,"2,3-bis-O-geranylgeranyl-sn-glycero-phospholipid reductase","a 2,3-bis-(O-geranylgeranyl)-sn-glycero-phospholipid",16 dithionite,16 H+,NA,NA,NA,"a 2,3-bis-(O-phytanyl)-sn-glycero-phospholipid",16 oxidized dithionite,NA,NA,NA,NA,NA,NA
17922,2.5.1.17,corrinoid adenosyltransferase,cob(I)alamin,CTP,H2O,H+,NA,NA,cytosylcobalamin,diphosphate,phosphate,NA,NA,NA,NA,NA
17923,1.8.1.15,mycothione reductase,dimeric mycothiol disulfide,NADPH,NA,NA,NA,NA,mycothione,H+,NA,NA,NA,NA,NA,NA
17924,1.14.15.24,beta-carotene 3-hydroxylase,canthaxanthin,reduced ferredoxin [iron-sulfur] cluster,H+,O2,NA,NA,astaxanthin,oxidized ferredoxin [iron-sulfur] cluster,H2O,NA,NA,NA,NA,NA
17925,1.17.1.4,xanthine dehydrogenase,xanthine,O2,H2O,NA,NA,NA,urate,O2-,H+,NA,NA,NA,NA,NA
17926,1.17.9.1,4-methylphenol dehydrogenase (hydroxylating),4-methylphenol,phenazine methosulfate,H2O,NA,NA,NA,4-hydroxybenzaldehyde,reduced phenazine methosulfate,H+,NA,NA,NA,NA,NA
17927,1.11.1.16,versatile peroxidase,Reactive Blue 5,H2O2,H+,NA,NA,NA,oxidized Reactive Blue 5,H2O,NA,NA,NA,NA,NA,NA
17928,1.11.1.19,dye decolorizing peroxidase,Reactive Blue 5,H2O2,H+,NA,NA,NA,oxidized Reactive Blue 5,H2O,NA,NA,NA,NA,NA,NA
17929,1.11.1.19,dye decolorizing peroxidase,"2,6-dimethoxyphenol",H2O2,H+,NA,NA,NA,"oxidized 2,6-dimethoxyphenol",H2O,NA,NA,NA,NA,NA,NA
17930,1.11.1.21,catalase-peroxidase,"2,6-dimethoxyphenol",H2O2,H+,NA,NA,NA,"oxidized 2,6-dimethoxyphenol",H2O,NA,NA,NA,NA,NA,NA
17931,1.11.2.1,unspecific peroxygenase,"2,6-dimethoxyphenol",H2O2,H+,NA,NA,NA,"oxidized 2,6-dimethoxyphenol",H2O,NA,NA,NA,NA,NA,NA
17932,1.11.1.19,dye decolorizing peroxidase,Reactive Red 120,H2O2,H+,NA,NA,NA,oxidized Reactive Violet 23,H2O,NA,NA,NA,NA,NA,NA
17933,1.11.1.19,dye decolorizing peroxidase,Reactive Violet 23,H2O2,H+,NA,NA,NA,oxidized Reactive Violet 23,H2O,NA,NA,NA,NA,NA,NA
17934,1.1.1.53,3alpha(or 20beta)-hydroxysteroid dehydrogenase,5alpha-androstan-3alpha-ol-17-one,alpha-NAD+,NA,NA,NA,NA,5alpha-dihydrotestosterone,alpha-NADH,H+,NA,NA,NA,NA,NA
17935,1.1.1.53,3alpha(or 20beta)-hydroxysteroid dehydrogenase,5alpha-dihydrotestosterone,alpha-NADPH,H+,NA,NA,NA,5alpha-androstan-3alpha-ol-17-one,alpha-NADP+,NA,NA,NA,NA,NA,NA
17936,1.1.1.34,hydroxymethylglutaryl-CoA reductase (NADPH),mevaldyl-CoA,NADPH,H+,H2O,NA,NA,(R)-mevalonate,CoA,NADP+,NA,NA,NA,NA,NA
17937,1.1.1.34,hydroxymethylglutaryl-CoA reductase (NADPH),D-3-hydroxy-3-methylglutaryl-CoA,NADPH,H+,NA,NA,NA,(R)-mevalonate,CoA,NADP+,NA,NA,NA,NA,NA
17938,1.2.1.50,long-chain acyl-protein thioester reductase,erucoyl-CoA,NADPH,H+,NA,NA,NA,(13Z)-docos-13-enal,CoA,NADP+,NA,NA,NA,NA,NA
17939,1.2.1.42,hexadecanal dehydrogenase (acylating),arachidonoyl-CoA,NADPH,H+,NA,NA,NA,arachidonic aldehyde,CoA,NADP+,NA,NA,NA,NA,NA
17940,1.2.1.50,long-chain acyl-protein thioester reductase,arachidonoyl-CoA,NADPH,H+,NA,NA,NA,arachidonic aldehyde,CoA,NADP+,NA,NA,NA,NA,NA
17941,1.2.1.50,long-chain acyl-protein thioester reductase,ricinoleoyl-CoA,NADPH,H+,NA,NA,NA,"(9Z,12R)-12-hydroxyoctadec-9-enal",CoA,NADP+,NA,NA,NA,NA,NA
17942,1.2.1.42,hexadecanal dehydrogenase (acylating),2-methyl-1-hexadecanoyl-CoA,NADPH,H+,NA,NA,NA,2-methyl-1-hexadecanal,CoA,NADP+,NA,NA,NA,NA,NA
17943,1.2.1.42,hexadecanal dehydrogenase (acylating),heptadecanoyl-CoA,NADPH,H+,NA,NA,NA,heptadecanal,CoA,NADP+,NA,NA,NA,NA,NA
17944,1.2.1.80,long-chain acyl-[acyl-carrier-protein] reductase,hexacosanoyl-CoA,NADPH,H+,NA,NA,NA,hexacosanal,CoA,NADP+,NA,NA,NA,NA,NA
17945,1.2.1.50,long-chain acyl-protein thioester reductase,icosanoyl-CoA,NADPH,H+,NA,NA,NA,icosanal,CoA,NADP+,NA,NA,NA,NA,NA
17946,1.2.1.B25,long-chain-fatty-acyl-CoA reductase,icosanoyl-CoA,NADPH,H+,NA,NA,NA,icosanal,CoA,NADP+,NA,NA,NA,NA,NA
17947,1.2.1.42,hexadecanal dehydrogenase (acylating),dodecanoyl-CoA,NADPH,H+,NA,NA,NA,dodecanal,CoA,NADP+,NA,NA,NA,NA,NA
17948,1.2.1.50,long-chain acyl-protein thioester reductase,dodecanoyl-CoA,NADPH,H+,NA,NA,NA,dodecanal,CoA,NADP+,NA,NA,NA,NA,NA
17949,1.2.1.B25,long-chain-fatty-acyl-CoA reductase,dodecanoyl-CoA,NADPH,H+,NA,NA,NA,dodecanal,CoA,NADP+,NA,NA,NA,NA,NA
17950,2.3.1.94,6-deoxyerythronolide-B synthase,methylmalonyl-CoA,propionyl-CoA,NADPH,H+,NA,NA,6-deoxyerythronolide b,CoA,CO2,H2O,NADP+,NA,NA,NA
17951,2.3.1.B39,brefelding octaketide synthase,malonyl-CoA,NADPH,16 H+,NA,NA,NA,CoA,"(2E,4E,10E)-15-hydroxyhexadeca-2,4,10-trienoic acid",CO2,NADP+,H2O,NA,NA,NA
17952,2.3.1.B39,brefelding octaketide synthase,malonyl-CoA,NADPH,19 H+,NA,NA,NA,CoA,"(4E,6Z,12E)-17-hydroxyoctadeca-4,6,12-trienoic acid",CO2,NADP+,H2O,NA,NA,NA
17953,2.3.1.94,6-deoxyerythronolide-B synthase,propanoyl-CoA,(2S)-methylmalonyl-CoA,(2S)-ethylmalonyl-CoA,NADPH,H+,NA,8-ethyl-8-desmethyl-6-deoxyerythronolide B,CoA,CO2,H2O,NADP+,NA,NA,NA
17954,2.3.1.161,lovastatin nonaketide synthase,acetyl-CoA,malonyl-CoA,11 NADPH,S-adenosyl-L-methionine,11 H+,NA,dihydromonacolin L,CoA,CO2,11 NADP+,S-adenosyl-L-homocysteine,H2O,NA,NA
17955,2.3.1.244,2-methylbutanoate polyketide synthase,acetyl-CoA,malonyl-CoA,[2-methylbutanoate polyketide synthase],NADPH,H+,S-adenosyl-L-methionine,(S)-2-methylbutanoyl-[2-methylbutanoate polyketide synthase],CoA,CO2,NADP+,S-adenosyl-L-homocysteine,H2O,NA,NA
17956,2.3.1.161,lovastatin nonaketide synthase,acetyl-CoA,malonyl-CoA,NADPH,H+,S-adenosyl-L-methionine,NA,"4-hydroxy-6-[(1E,3E,5E)-1-methylhepta-1,3,5-trien-1-yl]-2H-pyran-2-one","4-hydroxy-6-[(1E,3E,5E,7E)-3-methylnona-1,3,5,7-tetraen-1-yl]-2H-pyran-2-one",CoA,CO2,NADP+,S-adenosyl-L-homocysteine,H2O,NA
17957,2.3.1.85,fatty-acid synthase system,acetoacetyl-CoA,n malonyl-CoA,2n NADPH,2n H+,NA,NA,a long-chain fatty acid,(n+1) CoA,n CO2,2n NADP+,NA,NA,NA,NA
17958,2.3.1.111,mycocerosate synthase,eicosanoyl-CoA,methylmalonyl-CoA,NADPH,H+,NA,NA,tetramethyl-branched mycocerosoyl-CoA,CoA,CO2,NADP+,H2O,NA,NA,NA
17959,2.3.1.252,mycolipanoate synthase,a long-chain acyl-CoA,(R)-methylmalonyl-CoA,NADPH,H+,holo-[mycolipanoate synthase],NA,mycolipanoyl-[mycolipanoate synthase],CoA,CO2,NADP+,H2O,NA,NA,NA
17960,2.3.1.261,(4-hydroxyphenyl)alkanoate synthase,4-hydroxybenzoyl-[4-hydroxyphenylalkanoate synthase],malonyl-CoA,18 NADPH,18 H+,holo-[4-hydroxyphenylalkanoate synthase],NA,19-(4-hydroxyphenyl)nonadecanoyl-[4-hydroxyphenylalkanoate synthase],CO2,CoA,18 NADP+,H2O,NA,NA,NA
17961,1.2.1.84,alcohol-forming fatty acyl-CoA reductase,eicosenoyl-CoA,NADPH,H+,NA,NA,NA,eicosanol,NADP+,coenzyme A,NA,NA,NA,NA,NA
17962,1.1.1.34,hydroxymethylglutaryl-CoA reductase (NADPH),3-hydroxy-3-methylglutaryl-CoA,NADPH,H+,NA,NA,NA,mevalonolactone,CoA,NADP+,H2O,NA,NA,NA,NA
17963,2.3.1.165,6-methylsalicylic-acid synthase,acetoacetyl-CoA,malonyl-CoA,NADPH,H+,NA,NA,6-methyl triacetic acid lactone,CoA,NADP+,NA,NA,NA,NA,NA
17964,1.2.1.84,alcohol-forming fatty acyl-CoA reductase,decanoyl-CoA,NADPH,H+,NA,NA,NA,decanol,NADP+,coenzyme A,NA,NA,NA,NA,NA
17965,1.2.1.84,alcohol-forming fatty acyl-CoA reductase,lauroyl-CoA,NADPH,H+,NA,NA,NA,dodecanol,NADP+,coenzyme A,NA,NA,NA,NA,NA
17966,1.2.1.42,hexadecanal dehydrogenase (acylating),palmitoleoyl-CoA,NADPH,H+,NA,NA,NA,palmitoleic aldehyde,CoA,NADP+,NA,NA,NA,NA,NA
17967,1.2.1.50,long-chain acyl-protein thioester reductase,palmitoleoyl-CoA,NADPH,H+,NA,NA,NA,palmitoleic aldehyde,CoA,NADP+,NA,NA,NA,NA,NA
17968,1.2.1.76,succinate-semialdehyde dehydrogenase (acylating),valeraldehyde,coenzyme A,NADP+,NA,NA,NA,n-valeryl-CoA,NADPH,H+,NA,NA,NA,NA,NA
17969,1.2.1.42,hexadecanal dehydrogenase (acylating),octanoyl-CoA,NADPH,H+,NA,NA,NA,octanal,CoA,NADP+,NA,NA,NA,NA,NA
17970,1.2.1.84,alcohol-forming fatty acyl-CoA reductase,oleoyl-CoA,NADPH,H+,NA,NA,NA,octadecenol,NADP+,coenzyme A,NA,NA,NA,NA,NA
17971,1.2.1.84,alcohol-forming fatty acyl-CoA reductase,erucyl-CoA,NADPH,H+,NA,NA,NA,erucyl alcohol,NADP+,coenzyme A,NA,NA,NA,NA,NA
17972,1.2.1.84,alcohol-forming fatty acyl-CoA reductase,ricinoleoyl-CoA,NADPH,H+,NA,NA,NA,"(9Z,12R)-octadec-9-ene-1,12-diol",NADP+,coenzyme A,NA,NA,NA,NA,NA
17973,1.2.1.84,alcohol-forming fatty acyl-CoA reductase,2-methylhexadecanoyl-CoA,NADPH,H+,NA,NA,NA,2-methylhexadecanol,NADP+,coenzyme A,NA,NA,NA,NA,NA
17974,1.2.1.84,alcohol-forming fatty acyl-CoA reductase,2-methyloctadecanoyl-CoA,NADPH,H+,NA,NA,NA,2-methyloctadecanol,NADP+,coenzyme A,NA,NA,NA,NA,NA
17975,1.2.1.84,alcohol-forming fatty acyl-CoA reductase,arachidoyl-CoA,NADPH,H+,NA,NA,NA,arachidol,NADP+,coenzyme A,NA,NA,NA,NA,NA
17976,1.2.1.84,alcohol-forming fatty acyl-CoA reductase,hexacosanoyl-CoA,NADPH,H+,NA,NA,NA,hexacosanoyl alcohol,NADP+,coenzyme A,NA,NA,NA,NA,NA
17977,1.2.1.84,alcohol-forming fatty acyl-CoA reductase,tetracosanoyl-CoA,NADPH,H+,NA,NA,NA,tetracosanoyl alcohol,NADP+,coenzyme A,NA,NA,NA,NA,NA
17978,1.2.1.42,hexadecanal dehydrogenase (acylating),cis-11-hexadecenal,CoA,NADP+,NA,NA,NA,(E)-hexadec-11-enoyl-CoA,NADPh,H+,NA,NA,NA,NA,NA
17979,1.3.1.102,2-alkenal reductase (NADP+),1-octen-3-one,NADPH,H+,NA,NA,NA,octan-3-one,NADP+,NA,NA,NA,NA,NA,NA
17980,1.1.1.21,aldose reductase,isatin,NADPH,H+,NA,NA,NA,3-hydroxyisatin,NADP+,NA,NA,NA,NA,NA,NA
17981,1.14.13.8,flavin-containing monooxygenase,benzyl methyl sulfide,NADPH,H+,O2,NA,NA,benzyl methyl sulfide S-oxide,NADP+,H2O,NA,NA,NA,NA,NA
17982,1.1.1.21,aldose reductase,glutathione-4-hydroxy-trans-2-nonenal,NADPH,H+,NA,NA,NA,"glutathione-1,4-dihydroxynonane",NADP+,NA,NA,NA,NA,NA,NA
17983,1.1.1.184,carbonyl reductase (NADPH),3-glutathionyl-4-hydroxynonanal,NADPH,H+,NA,NA,NA,"3-glutathionyl-1,4-dihydroxynonane",NADP+,NA,NA,NA,NA,NA,NA
17984,1.1.1.184,carbonyl reductase (NADPH),ethyl pyruvate,NADPH,H+,NA,NA,NA,ethyl (2S)-2-hydroxypropanoate,NADP+,NA,NA,NA,NA,NA,NA
17985,1.14.13.148,trimethylamine monooxygenase,"5-[[3-(dimethylamino)propyl]amino]-8-hydroxy-6H-[1,2,3]triazolo[4,5,1-de]acridin-6-one",NADPH,H+,O2,NA,NA,"5-[[3-(dimethylnitroryl)propyl]amino]-8-hydroxy-6H-[1,2,3]triazolo[4,5,1-de]acridin-6-one",NADP+,H2O,NA,NA,NA,NA,NA
17986,1.14.13.8,flavin-containing monooxygenase,"5-[[3-(dimethylamino)propyl]amino]-8-hydroxy-6H-[1,2,3]triazolo[4,5,1-de]acridin-6-one",NADPH,H+,O2,NA,NA,"5-[[3-(dimethylnitroryl)propyl]amino]-8-hydroxy-6H-[1,2,3]triazolo[4,5,1-de]acridin-6-one",NADP+,H2O,NA,NA,NA,NA,NA
17987,1.14.13.146,taxoid 14beta-hydroxylase,5alpha-acetoxy-10beta-hydroxytaxadiene,O2,NADPH,H+,NA,NA,"5alpha-acetoxy-10beta,14beta-dihydroxytaxadiene",NADP+,H2O,NA,NA,NA,NA,NA
17988,1.2.1.B23,"4,4'-diaponeurosporen-aldehyde dehydrogenase","4,4'-diapolycopen-4-al",NADP+,NA,NA,NA,NA,"4,4'-diapolycopenoic acid",NADPH,H+,NA,NA,NA,NA,NA
17989,1.1.1.346,"2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming)",ethyl 2-acetylpent-4-enoate,NADPH,H+,NA,NA,NA,ethyl (2R)-2-[(1S)-1-hydroxyethyl]pent-4-enoate,NADP+,NA,NA,NA,NA,NA,NA
17990,1.1.1.34,hydroxymethylglutaryl-CoA reductase (NADPH),(R)-mevaldehyde,NADPH,H+,NA,NA,NA,(R)-mevalonate,NADP+,NA,NA,NA,NA,NA,NA
17991,1.14.13.8,flavin-containing monooxygenase,ethionamide,NADPH,O2,H+,NA,NA,2-ethyl-N-hydroxypyridine-4-carbothioamide,NADP+,H2O,NA,NA,NA,NA,NA
17992,1.21.1.1,iodotyrosine deiodinase,L-tyrosine,NADP+,chloride,NA,NA,NA,"3,5-dichloro-L-tyrosine",NADPH,H+,NA,NA,NA,NA,NA
17993,1.21.1.1,iodotyrosine deiodinase,3-chloro-L-tyrosine,NADPH,H+,NA,NA,NA,L-tyrosine,NADP+,Cl-,NA,NA,NA,NA,NA
17994,1.21.1.1,iodotyrosine deiodinase,L-tyrosine,NADP+,bromide,NA,NA,NA,"3,5-dibromo-L-tyrosine",NADPH,H+,NA,NA,NA,NA,NA
17995,1.21.1.1,iodotyrosine deiodinase,3-bromo-L-tyrosine,NADPH,H+,NA,NA,NA,L-tyrosine,NADP+,Br-,NA,NA,NA,NA,NA
17996,1.14.13.22,cyclohexanone monooxygenase,(2S)-2-(prop-2-en-1-yl)cyclohexanone,NADPH,H+,O2,NA,NA,(7R)-7-(prop-2-en-1-yl)oxepan-2-one,NADP+,H2O,NA,NA,NA,NA,NA
17997,1.14.13.22,cyclohexanone monooxygenase,(2R)-2-ethylcyclohexanone,NADPH,H+,O2,NA,NA,(7S)-7-ethyloxepan-2-one,NADP+,H2O,NA,NA,NA,NA,NA
17998,1.1.1.184,carbonyl reductase (NADPH),"1-(3-methyl-1,4-dioxidoquinoxalin-2-yl)ethanone",NADPH,H+,NA,NA,NA,"1-(3-methyl-1,4-dioxidoquinoxalin-2-yl)ethanol",NADP+,NA,NA,NA,NA,NA,NA
17999,1.1.1.184,carbonyl reductase (NADPH),1-(3-methyl-4-oxidoquinoxalin-2-yl)ethanone,NADPH,H+,NA,NA,NA,1-(3-methyl-4-oxidoquinoxalin-2-yl)ethanol,NADP+,NA,NA,NA,NA,NA,NA
18000,1.7.1.13,preQ1 synthase,"2-amino-5-cyanopyrrolo[2,3-d]pyrimidine",NADPH,H+,NA,NA,NA,"2-amino-5-amino-methyl-pyrrolo[2,3-d]pyrimidine",NADP+,NA,NA,NA,NA,NA,NA
18001,1.14.13.22,cyclohexanone monooxygenase,"3,5-dimethylcyclohexanone",NADPH,H+,O2,NA,NA,"4,6-dimethyloxepan-2-one",NADP+,H2O,NA,NA,NA,NA,NA
18002,1.14.13.22,cyclohexanone monooxygenase,"3-(1,3-benzodioxol-5-yl)cyclobutanone",NADPH,H+,O2,NA,NA,"4-(1,3-benzodioxol-5-yl)dihydrofuran-2(3H)-one",NADP+,H2O,NA,NA,NA,NA,NA
18003,1.14.13.22,cyclohexanone monooxygenase,"3-(3,4,5-trimethoxyphenyl)cyclobutanone",NADPH,H+,O2,NA,NA,"4-(3,4,5-trimethoxyphenyl)dihydrofuran-2(3H)-one",NADP+,H2O,NA,NA,NA,NA,NA
18004,1.14.13.22,cyclohexanone monooxygenase,"4,4-dimethylcyclohexanone",NADPH,H+,O2,NA,NA,"5,5-dimethyloxepan-2-one",NADP+,H2O,NA,NA,NA,NA,NA
18005,1.7.1.13,preQ1 synthase,"5-cyanopyrrolo[2,3-d]pyrimidin-4-one",NADPH,H+,NA,NA,NA,"5-amino-methyl-pyrrolo[2,3-d]pyrimidin-4-one",NADP+,NA,NA,NA,NA,NA,NA
18006,1.14.13.22,cyclohexanone monooxygenase,ethyl 4-oxocyclohexanecarboxylate,NADPH,H+,O2,NA,NA,ethyl 7-oxooxepane-4-carboxylate,NADP+,H2O,NA,NA,NA,NA,NA
18007,1.1.1.2,alcohol dehydrogenase (NADP+),pent-1-en-3-ol,NADP+,NA,NA,NA,NA,pent-1-en-3-one,NADPH,H+,NA,NA,NA,NA,NA
18008,1.1.1.53,3alpha(or 20beta)-hydroxysteroid dehydrogenase,cortisone,NADPH,H+,NA,NA,NA,20beta-hydroxycortisone,NADP+,NA,NA,NA,NA,NA,NA
18009,1.1.1.176,12alpha-hydroxysteroid dehydrogenase,12-oxochenodeoxycholic acid,NADP+,NA,NA,NA,NA,"(3alpha,5beta,7alpha,12alpha)-3,7,12-trihydroxycholan-24-oic acid",NADPH,H+,NA,NA,NA,NA,NA
18010,1.14.13.53,4'-methoxyisoflavone 2'-hydroxylase,daidzein,NADPH,H+,O2,NA,NA,2'-hydroxydaidzein,NADP+,H2O,NA,NA,NA,NA,NA
18011,1.14.13.89,isoflavone 2-hydroxylase,daidzein,NADPH,H+,O2,NA,NA,2'-hydroxydaidzein,NADP+,H2O,NA,NA,NA,NA,NA
18012,1.14.12.22,"carbazole 1,9a-dioxygenase",dibenzofuran,NADPH,H+,O2,NA,NA,"2,2',3-trihydroxybiphenyl",NADP+,NA,NA,NA,NA,NA,NA
18013,1.14.15.3,alkane 1-monooxygenase,n-hexadecane,NADPH,H+,O2,NA,NA,n-hexadecanol,NADP+,H2O,NA,NA,NA,NA,NA
18014,1.3.1.102,2-alkenal reductase (NADP+),1-nitrocyclohexene,NADPH,H+,NA,NA,NA,nitrocyclohexane,NADP+,NA,NA,NA,NA,NA,NA
18015,1.14.14.70,ent-sandaracopimaradiene 3-hydroxylase,ent-sandaracopimaradiene,NADPH,H+,O2,NA,NA,ent-sandaracopimaradien-3beta-ol,NADP+,H2O,NA,NA,NA,NA,NA
18016,1.14.13.183,dammarenediol 12-hydroxylase,dammarenediol-II,NADPH,H+,O2,NA,NA,protopanaxadiol,NADP+,H2O,NA,NA,NA,NA,NA
18017,1.5.1.40,8-hydroxy-5-deazaflavin:NADPH oxidoreductase,"5'-O-methyl-7,8-didemethyl-8-hydroxyflavin",NADPH,H+,NA,NA,NA,"8-hydroxypyrimido[4,5-b]-2,4-(3H,10H)-dione",NADP+,NA,NA,NA,NA,NA,NA
18018,1.5.1.40,8-hydroxy-5-deazaflavin:NADPH oxidoreductase,5-deaza-8-hydroxyisoalloxazine,NADPH,H+,NA,NA,NA,"8-hydroxypyrimido[4,5-b]-2,4-(3H,10H)-dione",NADP+,NA,NA,NA,NA,NA,NA
18019,1.14.14.1,unspecific monooxygenase,eicosapentaenoic acid,NADPH,H+,O2,NA,NA,20-hydroxyeicosapentaenoic acid,NADP+,H2O,NA,NA,NA,NA,NA
18020,1.14.14.79,docosahexaenoic acid omega-hydroxylase,eicosapentaenoic acid,NADPH,H+,O2,NA,NA,20-hydroxyeicosapentaenoic acid,NADP+,H2O,NA,NA,NA,NA,NA
18021,1.3.1.24,biliverdin reductase,bilirubin-IXa,NADP+,NA,NA,NA,NA,biliverdin-IXa,NADPH,H+,NA,NA,NA,NA,NA
18022,1.3.1.2,dihydropyrimidine dehydrogenase (NADP+),dihydrofluorouracil,NADP+,NA,NA,NA,NA,5-fluorouracil,NADPH,H+,NA,NA,NA,NA,NA
18023,1.3.1.27,2-hexadecenal reductase,traumatin,NADPH,H+,NA,NA,NA,12-oxododecanoic acid,NADP+,NA,NA,NA,NA,NA,NA
18024,1.14.13.8,flavin-containing monooxygenase,"10-[(N,N-dimethylaminooctyl)-2-(trifluoromethyl)]phenothiazine",NADPH,H+,O2,NA,NA,"10-[(N,N-dimethylaminooctyl)-2-(trifluoromethyl)]phenothiazine N-oxide",NADP+,H2O,NA,NA,NA,NA,NA
18025,1.14.13.8,flavin-containing monooxygenase,2-(methylsulfanyl)thiophene,NADPH,H+,O2,NA,NA,2-(methylsulfanyl)thiophene S-oxide,NADP+,H2O,NA,NA,NA,NA,NA
18026,1.2.1.4,aldehyde dehydrogenase (NADP+),2-cyanobenzaldehyde,NADP+,H2O,NA,NA,NA,2-cyanobenzoate,NADPH,H+,NA,NA,NA,NA,NA
18027,1.14.13.8,flavin-containing monooxygenase,2-[(methylsulfanyl)methyl]furan,NADPH,H+,O2,NA,NA,2-[(methylsulfanyl)methyl]furan S-oxide,NADP+,H2O,NA,NA,NA,NA,NA
